scientificName,decimalLatitude,decimalLongitude,date_year,depth,country,basisOfRecord,datasetName
Orcinus orca,53.681,-167.67067,1993.0,,,HumanObservation,"NMML Killer Whale Vessel, Bering Sea, 1993"
Orcinus orca,59.710384,-149.508568,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,41.0,-71.667,1958.0,,,HumanObservation,BLM CETAP OPP Sightings
Orcinus orca,70.97,7.18,2003.0,,,HumanObservation,
Orcinus orca,58.349077,-134.699723,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,36.678541,-121.932475,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,36.586881,-122.043298,2019.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,59.263967,-2.4857,2014.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-63.273583,-62.821667,2024.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,-77.89145,166.43695,2026.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,36.75088,-121.97925,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,59.7,-149.6,2018.0,,,MachineObservation,Passive acoustic monitoring of killer whales in the northern Gulf of Alaska
Orcinus orca,54.486483,-0.62616,1968.0,,,HumanObservation,United Kingdom National Whale Stranding Database 1913-2008
Orcinus orca,62.47,5.43,2003.0,,,HumanObservation,
Orcinus orca,68.43,16.62,1995.0,,,HumanObservation,
Orcinus orca,58.816667,-3.033333,2019.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,60.491167,-1.166167,2018.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,44.012791,145.206299,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,57.106676,-133.413305,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,56.5993,-168.285,2004.0,,,HumanObservation,NMML 2002-2010 Bering Sea Shelf Cetacean Survey
Orcinus orca,-40.9,148.7,2010.0,465.375,,HumanObservation,
Orcinus orca,-64.498222,-62.828389,2024.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,60.142667,-1.001333,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,59.73,-149.68,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-64.712781,-62.941467,2024.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,63.48,9.3,2013.0,,,HumanObservation,
Orcinus orca,36.722405,-121.97602,2020.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,32.701547,-119.42234,2002.0,,,HumanObservation,"CalCOFI and NMFS Seabird and Marine Mammal Observation Data, 1987-2006"
Orcinus orca,22.865914,-109.884543,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-64.65985,-62.883367,2018.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,-59.0,-49.0,2026.0,,,HumanObservation,Happywhale - Killer whale in South Atlantic Ocean
Orcinus orca,54.99286,166.0354,2009.0,,,HumanObservation,Land-based observations of cetaceans in the waters of Beringa Island in 2007-2009
Orcinus orca,58.319112,-134.672043,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,59.86517,-1.301667,1996.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-33.15,134.27,1993.0,,Australia,HumanObservation,
Orcinus orca,49.4,-124.0,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-66.982718,-67.425505,2020.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,14.7,-113.23,1999.0,,,HumanObservation,"SWFSC Marine Mammal Survey, STAR 1999, Cruise 1614"
Orcinus orca,58.277671,-134.948502,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,70.25,7.85,1992.0,,,HumanObservation,
Orcinus orca,58.64212,163.85196,2009.0,,,HumanObservation,Cetacean observations in the waters of Karaginsky Island and Beringa Island in 2009
Orcinus orca,37.5507,-25.3249,2017.0,0.0,,HumanObservation,MONICET
Orcinus orca,63.423092,-20.245743,2022.0,,,HumanObservation,Happywhale - Killer whale in North Atlantic Ocean
Orcinus orca,58.265273,-134.676483,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,79.511,5.914,2025.0,,,HumanObservation,Happywhale - Killer whale in Arctic Ocean
Orcinus orca,60.098167,-1.217667,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,68.65,13.58,1994.0,,,HumanObservation,
Orcinus orca,70.033,21.033,2025.0,,,HumanObservation,Happywhale - Killer whale in North Atlantic Ocean
Orcinus orca,58.472353,-134.842415,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-64.968918,-63.438015,2026.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,67.95,11.98,2005.0,,,HumanObservation,
Orcinus orca,57.0255,-132.852163,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-63.666,-56.293,2025.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,-73.862556,-110.797119,2023.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,-64.781713,-62.807739,2020.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,-42.4,173.75,2018.0,,,HumanObservation,Happywhale - Killer whale in South Pacific Ocean
Orcinus orca,16.39,-105.75,2000.0,,,HumanObservation,"SWFSC Marine Mammal Survey, STAR 2000, Cruise 1615"
Orcinus orca,76.57,13.87,1987.0,,,HumanObservation,
Orcinus orca,-62.77,-56.9,2001.0,,,HumanObservation,UK Royal Navy Marine Mammal Observations
Orcinus orca,56.0071,-3.387933,2007.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,60.177167,-1.060667,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,8.231029,-84.234924,2018.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-64.923342,-63.654493,2022.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,60.15,-1.432,2023.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-55.12,86.63,1998.0,0.0,Antarctica::text,HumanObservation,
Orcinus orca,58.65495,-3.262368,2007.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,57.7,6.43,2012.0,,,HumanObservation,
Orcinus orca,54.4478,-5.1378,2010.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.988783,-2.815333,2016.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.105,-135.499,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,36.8,-122.0,2019.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,12.6233,-70.038,2011.0,,,HumanObservation,Killer whales of the Caribbean Sea 1866-2012
Orcinus orca,49.231666,-123.811137,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,60.45,2.0,2002.0,,,HumanObservation,
Orcinus orca,-64.745599,-63.086286,2024.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,36.808738,-121.88311,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,5.08,-108.7,1989.0,,,HumanObservation,"SWFSC Marine Mammal Survey, MOPS 1989, Cruise 1267"
Orcinus orca,64.9234,-23.7075,2008.0,,,HumanObservation,Happywhale - Killer whale in North Atlantic Ocean
Orcinus orca,58.321789,-135.825348,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-52.423565,-59.054663,2020.0,,,HumanObservation,Happywhale - Killer whale in South Atlantic Ocean
Orcinus orca,36.802363,-121.805183,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,56.615,-6.513333,2003.0,,,HumanObservation,Hebridean Dolphin and Whale Trust killer whale sightings 1990-2006
Orcinus orca,70.02,16.13,2005.0,,,HumanObservation,
Orcinus orca,58.428722,-134.778629,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.334033,-134.704737,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,59.539148,-151.511684,2018.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,60.251667,-1.085833,2020.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-54.5009,158.9438,1995.0,,Australia,HumanObservation,
Orcinus orca,44.014016,145.29876,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,48.94468,-123.530573,2020.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,57.81172,-133.783264,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,69.63,15.85,2003.0,,,HumanObservation,
Orcinus orca,66.42,10.1,1993.0,,,HumanObservation,
Orcinus orca,75.12,15.15,1986.0,,,HumanObservation,
Orcinus orca,58.647867,-3.023417,2022.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,60.629167,1.601333,2007.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,33.420583,-118.684758,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,54.6748,-165.6778,2008.0,,,HumanObservation,NMML 2002-2010 Bering Sea Shelf Cetacean Survey
Orcinus orca,51.8,-10.456,2009.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,62.48,5.82,1984.0,,,HumanObservation,
Orcinus orca,-11.8812,127.1067,2012.0,,Australia,HumanObservation,
Orcinus orca,-59.286981,-41.315231,2026.0,,,HumanObservation,Happywhale - Killer whale in South Atlantic Ocean
Orcinus orca,15.0,-18.0,1970.0,,,Occurrence,
Orcinus orca,56.036967,-4.825483,2015.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,52.090167,-7.519833,2011.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,22.944206,-109.589283,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,63.434564,-20.305398,2024.0,,,HumanObservation,Happywhale - Killer whale in North Atlantic Ocean
Orcinus orca,57.708347,-133.547102,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,57.00517,-134.21917,1992.0,,,HumanObservation,"NMML Harbor Porpoise Vessel, SE Alaska, Fall 1992"
Orcinus orca,56.0663,-6.14465,2019.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-63.127967,-58.499022,2021.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,-37.7,77.8,2011.0,296.0,,HumanObservation,
Orcinus orca,68.22,14.67,1980.0,,,HumanObservation,
Orcinus orca,38.190013089382,-9.040319452,2022.0,,,HumanObservation,Events with orcas - AnavNet
Orcinus orca,26.113333,-111.223333,1998.0,,,HumanObservation,Mingan Island Cetacean Study 84-07
Orcinus orca,48.874017,-123.31165,2011.0,,Canada,HumanObservation,British Columbia Cetacean Sightings Network Observations
Orcinus orca,57.75,0.916667,1979.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,53.321167,-5.279683,2007.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,54.99543,166.0718,2008.0,,,HumanObservation,Land-based observations of cetaceans in the waters of Beringa Island in 2007-2009
Orcinus orca,58.583333,-4.783333,1976.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.297568,-134.424932,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-62.789535,-60.047333,2020.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,58.471586,-134.873825,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,61.08,6.42,1992.0,,,HumanObservation,
Orcinus orca,59.987912,-149.359131,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,61.33289,-1.37739,1996.0,,,HumanObservation,JNCC seabird distribution and abundance data (all trips) from ESAS database
Orcinus orca,37.5836,-25.5841,2012.0,0.0,,HumanObservation,MONICET
Orcinus orca,49.990282,-6.000212,2007.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,56.57,3.2,1993.0,,,HumanObservation,
Orcinus orca,54.033333,-4.833333,1992.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,56.854,-6.065667,2008.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,59.8,2.43,2006.0,,,HumanObservation,
Orcinus orca,49.716667,-2.166667,1980.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,59.975,-1.2155,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,59.98065,-1.339317,2017.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,70.52,-2.8,2000.0,,,HumanObservation,
Orcinus orca,33.29032,-117.624945,2019.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-38.7613,143.3751,2001.0,,Australia,HumanObservation,
Orcinus orca,36.808049,-121.936086,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,59.394823,-2.408388,2003.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,75.83,43.47,1993.0,,,HumanObservation,
Orcinus orca,71.17,27.93,1996.0,,,HumanObservation,
Orcinus orca,58.454367,-134.791467,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-77.393,169.758,2026.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,34.107639,-119.848716,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-38.417,142.517,2012.0,,Australia,HumanObservation,
Orcinus orca,58.891,-136.674,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,36.752043,-121.99677,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,63.8,8.12,2005.0,,,HumanObservation,
Orcinus orca,49.83333,-6.46667,2025.0,,,HumanObservation,Happywhale - Killer whale in North Atlantic Ocean
Orcinus orca,59.583333,-1.616667,1980.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.288,-3.28985,2005.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-46.65,-58.23,1997.0,,,HumanObservation,UK Royal Navy Marine Mammal Observations
Orcinus orca,36.75,-121.966667,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-63.024605,-58.272971,2021.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,36.809803,-122.0234,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,48.4,-123.0,2011.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.344634,-134.746456,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,36.68329,-121.925357,2019.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,60.492833,-1.1585,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,48.93108,-123.34014,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,55.961667,-5.191667,2019.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,36.758333,-121.916667,2026.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,48.325013,-123.173218,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-67.57424,-68.129043,2025.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,-28.831117,-71.817067,2025.0,,,HumanObservation,Happywhale - Killer whale in South Pacific Ocean
Orcinus orca,54.616389,-4.905,2004.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,38.078335,-9.037628,2022.0,,,HumanObservation,Events with orcas - AnavNet
Orcinus orca,16.3833,-86.5,1980.0,,,HumanObservation,Killer whales of the Caribbean Sea 1866-2012
Orcinus orca,71.07,22.35,2004.0,,,HumanObservation,
Orcinus orca,48.97775,-123.569183,2006.0,,Canada,HumanObservation,British Columbia Cetacean Sightings Network Observations
Orcinus orca,50.016667,-5.666667,1991.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,48.928867,-123.341717,2004.0,,Canada,HumanObservation,British Columbia Cetacean Sightings Network Observations
Orcinus orca,58.502185,-134.90788,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-63.217,94.933,1970.0,,Antarctica,HumanObservation,
Orcinus orca,68.17,14.92,1981.0,,,HumanObservation,
Orcinus orca,-67.3167,62.8167,2000.0,,Antarctica,HumanObservation,
Orcinus orca,68.37,16.02,1997.0,,,HumanObservation,
Orcinus orca,36.916155,-122.016303,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,54.97591,166.12,2009.0,,,HumanObservation,Land-based observations of cetaceans in the waters of Beringa Island in 2007-2009
Orcinus orca,63.95,-0.17,2015.0,,,HumanObservation,
Orcinus orca,60.81466,-0.754347,2006.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,25.61716,-111.07216,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,34.097996,-119.575924,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,59.9105,-1.3975,2018.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,43.97977829,-8.178109169,2005.0,,,Occurrence,
Orcinus orca,24.353176,-109.890747,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,61.6853,-3.0666,1995.0,,,HumanObservation,European Seabirds At Sea (ESAS)
Orcinus orca,56.670145,-132.934613,2022.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
